category_id,parent_id,name(ru-ru),top,columns,sort_order,image_name,date_added,date_modified,seo_keyword,description(ru-ru),meta_title(ru-ru),meta_description(ru-ru),meta_keywords(ru-ru),store_ids,layout,status
1,0,"Одежда ",true,1,0,,"2009-01-03 21:08:57","2011-05-30 12:15:11",odezhda,"Одежда ","Одежда ","Одежда ","Одежда ",0,,true
